51311277262,bff,50,240
51311321402,dcg,100,204
51311322755,aab,102,21
51311384329,beg,204,145
51311393166,acf,99,324
51311405114,gea,266,151
51311424662,cbb,180,318
51311429457,fdg,69,221
51311433560,fca,161,167
51311434400,gdf,145,49
51311440870,ddf,132,235
51311467188,fgb,33,159
51311476375,fbc,85,141
51311502636,aad,155,142
51311519967,eef,156,221
51311522765,faf,141,271
51311534110,bae,52,74
51311535284,agf,245,68
51311557632,bee,199,215
51311564875,fdc,232,237
51311571443,dbd,289,37
51311577150,dca,68,240
51311578258,ecb,56,175
51311593053,ddd,257,251
51311602952,dgd,251,16
51311604933,ead,278,77
51311632641,fec,25,254
51311661069,fcg,88,293
51311685951,aeg,180,201
51311688617,cag,219,72
51311697992,aae,234,24
51311711129,cde,213,43
51311740592,fed,256,75
51311786316,agf,54,69
51311787368,agd,172,164
51311788812,dde,131,116
51311820499,fga,18,69
51311842471,fbe,158,234
51311869332,adf,261,119
51311890744,bfa,257,57
51311897546,bfb,34,292
51311902485,ega,216,226
51311928747,eda,222,18
51311932722,fba,36,289
51311948615,bea,45,23
51311956768,aeg,12,237
51311967363,afa,211,49
51311977669,bfe,203,80
51311983385,eda,276,14
51311999633,fgd,96,9
51312009263,gaa,128,28
51312013000,afc,189,227
51312030800,cgc,180,127
51312061679,dff,117,68
51312081411,egb,78,247
51312146123,aee,132,231
51312153792,fbg,183,79
51312159672,fbf,259,174
51312165309,gbc,87,20
51312175651,cbd,31,272
51312244010,daf,10,38
51312255004,eab,38,143
51312259440,add,146,97
51312265466,fdf,61,281
51312291388,fcg,4,281
51312295659,dge,193,184
51312313668,cda,49,320
51312334696,eee,200,17
51312336598,gee,39,105
51312347373,eaf,157,408
51312358315,dcc,96,147
51312360148,fde,178,45
51312362444,dbb,228,132
51312369336,dae,89,18
51312379017,edc,161,256
51312380985,aea,48,191
51312398835,cdf,169,50
51312414225,abb,149,281
51312447564,faa,137,134
51312465418,abd,151,118
51312470179,eea,169,240
51312494799,bac,49,272
51312504609,dfe,241,65
51312521253,bca,270,14
51312570218,abe,92,5
51312612607,fff,222,347
51312623287,cdc,291,47
51312627953,bbg,150,208
51312629409,gbc,230,18
51312646157,edb,227,135
51312648074,adc,287,103
51312676861,cfb,80,166
51312696604,efd,270,36
51312702364,dbc,87,314
51312709373,gdg,129,70
51312747725,fcb,271,38
51312752567,aeb,123,236
51312764055,ceb,2,80
51312776205,bbb,19,148
51312780179,fgf,167,139
51312781939,dgb,25,89
51312817902,cec,239,15
51312834733,fae,224,60
51312847029,dee,209,55
51312857276,ece,230,85
51312895345,eba,153,182
51312899364,ddf,62,242
51312926544,gfa,298,212
51312933365,bbg,35,180
51312990446,eag,164,333
51312990604,cdg,154,275
51312991787,aec,238,259
51312993156,edd,30,181
51313016368,def,298,46
51313029518,dac,241,94
51313088575,cbb,274,349
51313093379,bed,265,18
51313110033,ced,161,53
51313174303,eec,107,161
51313231825,ded,187,137
51313239501,dga,116,274
51313247772,ceg,252,187
51313273855,ebf,131,141
51313339730,cdg,240,275
51313341216,dfc,89,44
51313381990,ebd,66,19
51313395337,geg,175,23
51313403116,bgg,221,117
51313403857,afd,26,169
51313437491,fea,272,32
51313460751,fce,162,47
51313476791,adf,286,102
51313479009,dba,177,101
51313485991,bef,64,275
51313487235,cea,118,120
51313488835,geb,45,274
51313504105,ebb,112,222
51313505247,cgd,228,280
51313517241,bcc,31,26
51313520788,efb,277,169
51313531305,abe,92,5
51313551465,aed,98,188
51313612888,cfd,298,145
51313643969,abg,37,248
51313649156,bad,53,161
51313653032,beb,286,189
51313655609,deb,184,170
51313677003,bab,258,188
51313686503,daa,64,58
51313708445,ggf,145,174
51313709871,bda,30,118
51313710731,eef,178,262
51313714409,bce,285,277
51313723462,dcb,96,87
51313723949,abg,241,245
51313724057,dcd,271,32
51313757828,cab,265,127
51313758350,ccf,10,194
51313764025,bea,265,21
51313781845,fac,256,19
51313800999,afc,169,270
51313802091,ccd,287,175
51313815670,gdc,185,55
51313828822,ddg,25,122
51313839577,caf,34,199
51313856939,adb,205,239
51313861580,cgg,14,100
51313864711,aag,10,251
51313873479,dff,214,56
51313887284,fdb,203,59
51313908932,ged,18,140
51313911802,gac,76,26
51313945013,gge,262,51
51313958153,aad,120,144
51313960785,eef,75,280
51313965174,aga,78,259
51313968624,dee,155,47
51313970519,cba,277,82
51313976875,acd,210,144
51313980241,cde,58,43
51314018945,ecb,249,194
51314034290,aff,109,27
51314072665,gba,150,135
51314102298,eac,211,60
51314107742,fbg,288,75
51314122874,acd,189,135
51314130585,daa,261,59
51314132297,fad,241,125
51314133955,eeb,28,192
51314158628,cda,174,262
51314166026,gag,210,189
51314190514,gda,100,83
51314218954,afe,293,17
51314224974,acg,182,88
51314231090,ccc,162,387
51314255513,ggd,125,201
51314258618,ede,230,94
51314265055,dae,145,19
51314275607,egd,98,70
51314276733,cca,124,217
51314278995,gae,92,64
51314288783,cac,139,37
51314292487,eac,171,49
51314336609,fee,137,54
51314340786,bfg,61,46
51314342681,fgd,111,7
51314398549,eae,135,132
51314406356,fed,246,75
51314417650,cac,55,44
51314434783,eeg,231,26
51314457594,ace,143,181
51314465966,fca,296,175
51314482546,dae,264,17
51314482746,egc,173,21
51314487784,egf,141,32
51314501332,dbe,264,174
51314522809,ffd,297,64
51314582060,egb,67,293
51314613492,aad,224,122
51314638861,acb,243,38
51314641495,aca,210,183
51314647591,fgc,256,135
51314648816,cff,1,27
51314705246,fcb,81,42
51314728854,fff,172,412
51314767914,bfa,58,59
51314770945,gcc,111,72
51314814996,efe,125,232
51314822920,gef,148,33
51314831531,ced,36,42
51314843904,ffg,149,208
51314940665,edd,63,202
51314947196,gga,272,78
51314947875,ecc,214,178
51314970518,ddf,77,246
51314973521,ddc,199,72
51314987773,aaf,177,255
51315019887,ceb,26,70
51315027622,dea,47,297
51315046513,efb,288,177
51315051656,cga,92,240
51315053887,cde,134,36
51315064194,fae,229,57
51315064442,egc,70,21
51315084858,bgf,154,39
51315095753,gad,20,225
51315107675,cfd,139,143
51315109975,gca,141,182
51315112848,ggc,23,20
51315136365,edf,240,17
51315142071,bfe,183,64
51315142472,bdg,203,107
51315152857,fcd,220,90
51315176621,aee,158,244
51315225662,bga,239,242
51315226817,fda,89,42
51315258216,gcg,268,99
51315272729,fag,8,248
51315282513,fbc,64,139
51315298217,gdf,13,39
51315298517,gec,177,117
51315320845,cfe,250,96
51315322109,dbf,293,116
51315338975,aaa,15,112
51315341963,cbf,223,64
51315349229,dec,220,214
51315366993,baf,30,241
51315370682,ffc,187,185
51315373236,ecg,212,174
51315398691,cbg,33,225
51315436204,dfg,33,62
51315443987,add,101,83
51315446283,dag,11,319
51315460105,bec,69,28
51315474571,dgg,174,90
51315485955,fef,22,131
51315501457,cgf,257,198
51315522006,gba,296,126
51315524735,gfc,148,22
51315544551,edg,60,87
51315563838,gff,14,287
51315565652,ade,150,99
51315592753,fbb,26,39
51315595826,ddc,299,85
51315627342,dce,151,253
51315643667,bbc,277,12
51315645032,bdf,258,120
51315664623,baa,82,134
51315669367,cae,278,150
51315727737,fdd,150,211
51315733606,cee,207,192
51315754532,dfd,7,157
51315765368,cgb,196,205
51315780675,bae,293,59
51315781985,ecb,40,213
51315783423,cab,106,104
51315799660,eca,188,179
51315808386,bee,25,219
51315808964,eef,166,310
51315819536,bfe,156,64
51315834019,cda,159,280
51315837981,fgg,234,190
51315844428,agc,52,162
51315859066,edc,121,304
51315867492,gec,241,102
51315916486,gbd,54,47
51315919832,dcd,133,30
51315961654,cfd,117,115
51315965353,adg,23,189
51315974849,agg,163,271
51315990336,fcd,296,100
51316008656,bgb,264,91
51316063800,ecc,295,195
51316067157,bcb,272,169
51316080711,aca,256,170
51316117730,ege,90,57
51316124704,efc,86,234
51316138036,bcc,189,30
51316148164,ega,121,230
51316170304,fee,142,61
51316186321,dge,21,202
51316192042,aee,129,285
51316202283,abd,219,100
51316240567,fdg,53,229
51316282892,afb,187,63
51316325830,aca,254,180
51316398434,bge,298,98
51316399396,fga,190,69
51316400515,aac,163,292
51316401184,dcd,215,33
51316414177,eee,184,17
51316432025,bgc,291,17
51316481256,fge,260,18
51316481343,gfc,84,23
51316537741,agf,250,65
51316545445,gff,64,301
51316548195,deg,249,331
51316577425,cge,218,101
51316591589,adf,175,111
51316593199,faa,2,134
51316614857,cdd,80,96
51316670225,gab,3,34
51316685534,ffa,5,73
51316698454,gbg,38,78
51316703062,abc,116,134
51316711033,gca,255,205
51316714355,cdg,135,222
51316717845,bfd,108,56
51316733228,fgf,128,148
51316736912,aab,224,18
51316754404,dgd,59,15
51316811228,gcf,225,228
51316819893,gbf,68,131
51316831123,fcc,246,90
51316842126,agd,21,172
51316856095,eba,164,163
51316856750,gfg,79,110
51316882828,gcd,21,201
51316921543,bbg,21,149
51316927448,bgf,78,34
51316928877,bga,129,249
51316931990,ecg,113,194
51316960703,bcb,284,187
51317032376,bbb,145,145
51317041515,aeb,153,247
51317059224,eac,257,47
51317061469,dgf,30,9
51317063764,ecf,114,245
51317081257,ggb,233,338
51317085959,ecg,225,180
51317104639,fcg,143,255
51317134540,gbb,157,157
51317136442,eab,67,157
51317141130,aee,182,327
51317161552,baf,111,286
51317178222,fca,89,164
51317203875,cge,90,97
51317206212,ffe,65,93
51317226553,bgc,109,17
51317248958,afg,192,148
51317256749,eae,52,124
51317260386,ebb,146,208
51317278816,eba,228,164
51317279854,dfa,164,120
51317298203,deg,223,380
51317310795,gfb,108,161
51317312433,cgb,241,231
51317313614,cfc,198,199
51317317876,ceb,271,69
51317323153,feg,76,205
51317347353,ccg,171,210
51317349628,geb,248,282
51317355746,cgb,124,198
51317368313,dcb,34,78
51317384255,adc,145,92
51317399141,cef,48,41
51317411655,gdg,216,74
51317411747,dgd,42,17
51317429985,ead,187,89
51317475085,abd,266,96
51317479238,cfa,268,15
51317488911,eec,219,140
51317497906,egg,201,37
51317507945,cdb,238,146
51317563586,bdb,29,167
51317581610,bda,75,95
51317588849,ecd,240,140
51317597606,cad,32,228
51317602876,gaf,216,10
51317609405,efa,252,225
51317678105,abf,187,80
51317678660,deg,237,338
51317685872,gcb,2,84
51317716467,bbf,191,89
51317718596,fbe,56,264
51317737380,ffb,214,297
51317742921,afe,257,19
51317771348,daf,9,38
51317779776,bcd,205,313
51317782866,ebc,56,123
51317784385,aae,15,24
51317797067,edb,141,109
51317803420,ded,107,156
51317804289,bcg,151,62
51317829019,bgd,65,290
51317875049,gba,46,115
51317882746,gbc,143,14
51317979863,adf,17,106
51318020496,dcg,250,181
51318026407,efd,139,35
51318026816,aad,229,131
51318047686,fab,103,200
51318061259,def,136,51
51318080730,cga,175,273
51318081445,gdd,170,267
51318081845,cfd,228,135
51318100993,ege,108,63
51318127306,efd,20,32
51318148546,cgg,67,111
51318168255,cef,248,35
51318170759,ada,167,56
51318173728,dcf,197,242
51318174163,gdc,113,57
51318181197,ddb,216,47
51318184890,ddd,142,296
51318211284,fef,175,119
51318222234,dbg,175,225
51318261780,cge,59,111
51318278141,gge,12,55
51318296065,gaa,268,22
51318316230,bab,148,171
51318366374,bdb,71,138
51318367989,bac,261,272
51318396995,dbg,294,213
51318423443,bae,6,57
51318431256,ggg,260,205
51318433853,fec,6,228
51318460762,bac,160,250
51318471220,bba,281,175
51318472419,age,205,159
51318472717,gbf,193,119
51318480101,aea,282,192
51318483604,cdd,191,97
51318502860,dab,65,60
